pertanyaan,jawaban,label
Bagaimana saya bisa membingkai ulang situasi dan menemukan perspektif yang lebih seimbang?,"Bagaimana Anda berpikir tentang sesuatu memengaruhi perasaan dan perilaku Anda.
Ketika kita merasa stres, marah, atau takut, sulit untuk melihat situasi secara realistis dan melihat semua pilihan yang kita miliki. (Ingat: kita semua mengendalikan tindakan dan reaksi kita sendiri, apa pun yang terjadi di dunia. Kita dapat melakukan sesuatu tentang pandemi ini.
Orang-orang sering melebih-lebihkan bagian negatif-perasaan mereka sendiri, kemampuan mereka sendiri untuk mengelola situasi yang sulit, atau situasi itu sendiri-dan meremehkan bagian-bagian positif-kemampuan mereka sendiri untuk merawat diri sendiri dan orang yang dicintai, jaringan dukungan mereka, dan peluang .
Bagaimana perasaan Anda tentang ""Kita tidak akan pernah berhasil melewati ini? Sepertinya tidak enak”dan itu bahkan tidak benar.
Pikiran negatif dan tidak membantu yang menantang dapat meningkatkan suasana hati Anda, memvalidasi kemampuan Anda untuk melewati ini, dan membantu Anda melihat opsi atau peluang baru untuk tetap sehat.
Berhenti dan perhatikan pikiran yang muncul. Bagaimana perasaan mereka? Apakah pemikiran Anda tampak realistis jika Anda melihat situasi secara lebih objektif? Bagaimana Anda dapat membingkai ulang pemikiran untuk membuatnya lebih produktif atau penuh harapan? Dapatkah Anda menemukan aspek positif atau memikirkan cara baru untuk mendekati situasi?
Berikut adalah beberapa contoh:
""Saya sangat marah karena acara saya dibatalkan! Ini menyebalkan!""
""Saya tahu ini adalah pilihan yang lebih aman untuk semua orang. Ketika dijadwal ulang, saya akan lebih menikmatinya karena saya tidak perlu khawatir akan sakit atau menyebarkan penyakit.""
""Aku benci menghabiskan begitu banyak waktu di rumah. Ini sangat membosankan.""
""Saya melakukan bagian saya untuk menjaga tetangga saya aman. Itu sangat berharga karena membuat orang tetap sehat.""
""Saya mengalami kesulitan untuk membiasakan diri dengan jadwal baru saya. Ini sangat membuat frustrasi.""
""Saya akan segera terbiasa dengan ini, sama seperti saya beradaptasi terakhir kali saya harus mengubah jadwal saya. Sekarang saya lebih banyak di rumah, saya akan memiliki lebih banyak waktu untuk menyelesaikan proyek yang belum pernah saya sentuh selama berbulan-bulan dan saya senang melihat hasil akhirnya.""
""Saya benar-benar takut dan saya tidak tahu harus berbuat apa. Aku merasa sangat terbebani sekarang.""
""Masuk akal jika saya merasa takut, orang-orang jatuh sakit dan kami tidak tahu kapan keadaan akan kembali normal. Tapi ada banyak hal yang bisa saya lakukan untuk tetap sehat, dan saya akan melakukan penelitian agar saya bisa melakukan yang terbaik. Ketika saya fokus pada hal-hal yang bisa saya lakukan, semuanya terasa lebih mudah diatur.""
""Kita akan terjebak di dalam selamanya. Aku sudah muak dengan ini.""
""Saya mengerti bahwa perlu waktu untuk mengelola COVID-19, dan saya percaya bahwa para profesional dan ilmuwan perawatan kesehatan bekerja secepat mungkin. Saya tahu ini akan berakhir pada akhirnya dan kehidupan akan kembali normal.""
Tujuannya bukan untuk mengabaikan bagian situasi yang buruk atau tidak nyaman atau menyangkal bahwa ada masalah. Sebaliknya, latihan ini dapat membantu Anda memahami situasi secara lebih realistis dan melihat bagian-bagian yang dapat Anda kendalikan saat ini.",0
Bagaimana saya bisa menghadapi thinking traps?,"Apa yang Anda katakan pada diri sendiri tentang suatu situasi memengaruhi perasaan Anda dan apa yang Anda lakukan. Terkadang interpretasi Anda tentang suatu situasi dapat terdistorsi dan Anda hanya fokus pada aspek negatif, ini normal dan diharapkan. Namun, ketika Anda menafsirkan situasi terlalu negatif, Anda mungkin merasa lebih buruk. Anda juga cenderung merespons situasi dengan cara yang tidak membantu dalam jangka panjang. Tanyakan pada diri Anda pertanyaan-pertanyaan berikut ketika sesuatu yang menjengkelkan terjadi:
Apa situasinya? Apa yang sebenarnya terjadi? Hanya sertakan fakta yang akan disetujui semua orang.
Apa yang Anda pikirkan? Apa yang kamu katakan pada dirimu sendiri?
Apa emosi Anda? Bagaimana perasaanmu?
Apa perilaku Anda? Bagaimana reaksimu? Apa yang Anda lakukan untuk mengatasinya?
Lihatlah pemikiran yang telah Anda daftarkan. Apakah Anda menggunakan salah satu perangkap berpikir dan jatuh ke dalam pola berpikir yang menyimpang? Adalah umum untuk jatuh ke dalam lebih dari satu perangkap pemikiran. Kembali ke daftar perangkap berpikir dan identifikasi mana yang berlaku untuk Anda dan situasi Anda saat ini.
Pikiran dan asumsi otomatis ini kadang-kadang disebut perangkap berpikir. Setiap orang jatuh ke dalam perangkap pemikiran yang tidak seimbang dari waktu ke waktu. Kemungkinan besar Anda akan mendistorsi interpretasi Anda tentang berbagai hal ketika Anda sudah merasa sedih, marah, cemas, tertekan, atau stres. Anda juga lebih rentan terhadap perangkap pemikiran saat Anda tidak merawat diri dengan baik, seperti saat Anda tidak makan atau tidur nyenyak.",0
Bagaimana saya bisa mengelola kesedihan?,"Sementara banyak orang berpikir tentang kesedihan dalam hal kehilangan seseorang atau hewan peliharaan, kesedihan dapat muncul setiap kali Anda kehilangan sesuatu yang penting. Ini termasuk:
Kehilangan keamanan, seperti kehilangan pekerjaan atau bertanya-tanya berapa lama Anda bisa membayar sewa
Kehilangan stabilitas atau rutinitas, seperti menemukan diri Anda bekerja dari rumah atau menavigasi penutupan penitipan anak
Kehilangan rasa aman Anda, seperti takut pada Anda atau seseorang yang Anda cintai mungkin berakhir dengan COVID-19
Kehilangan hubungan sosial Anda, seperti kehilangan waktu bersama keluarga dan teman sekarang karena semua orang harus mempraktikkan jarak fisik atau isolasi diri
Kehilangan harapan untuk masa depan, seperti merasa hidup tidak akan pernah kembali normal
Kehilangan tujuan penting, seperti menemukan kelas, kompetisi olahraga, atau pertunjukan Anda dibatalkan untuk masa mendatang
Kehilangan perayaan tonggak penting seperti upacara kelulusan dan pernikahan
Kesedihan memunculkan perasaan yang rumit. Anda mungkin merasa sedih, marah, frustrasi, takut, atau putus asa. Anda mungkin mengalami kesulitan makan atau tidur, atau merasa sangat tegang. Anda mungkin merasa kewalahan dan lelah. Anda mungkin bertanya-tanya apakah hidup akan terasa normal kembali.
Setiap orang berduka dengan cara dan waktunya masing-masing. Berikut adalah beberapa strategi untuk dicoba saat Anda menavigasi perjalanan Anda sendiri.
Akui dan ungkapkan perasaan Anda dengan cara yang sehat. Beri nama perasaan Anda dan temukan cara yang sehat untuk mengekspresikannya, seperti berbicara dengan teman, menulis di jurnal, atau membuat karya seni.
Beri diri Anda waktu sebanyak yang Anda butuhkan. Kesedihan mengikuti jadwalnya sendiri. Beri diri Anda izin untuk menggunakan waktu ini untuk menjaga kesehatan Anda. Lepaskan harapan, tugas, atau kewajiban lain yang bisa menunggu.
Mencari dukungan. Kesedihan bisa terasa sangat menyendiri, meskipun banyak orang mengalami semacam kehilangan saat ini. Jangkau teman atau keluarga dan bagikan perasaan Anda. Cari cara untuk membantu dan mendukung satu sama lain.
Jaga dirimu. Mengabaikan kesehatan dan kesejahteraan dapat membuat pengalaman sulit terasa lebih buruk. Makanlah sebaik mungkin, usahakan tidur yang cukup, habiskan waktu di luar jika aman bagi Anda untuk melakukannya, dan olahraga secara teratur. Pikirkan tentang aktivitas atau strategi perawatan diri yang telah membantu Anda mengatasi situasi yang menantang di masa lalu dan luangkan waktu untuk aktivitas tersebut.
Ketahuilah bahwa perasaan sedih akan berlalu. Kesedihan terkadang terasa intens, tetapi perasaan itu akan menjadi lebih mudah dikelola dari waktu ke waktu dan pada akhirnya akan berlalu.
Terhubung dengan profesional kesehatan mental jika Anda mengalami kesulitan. Jika Anda mengalami kesulitan menjalani hari, mengatasi dengan cara yang tidak sehat, atau kesulitan mengelola pikiran atau perasaan yang sulit, ada baiknya mencari bantuan dari seorang profesional seperti psikolog atau konselor.",0
"Bagaimana saya bisa menemukan dokter, psikiater, psikolog, atau konselor?","Anda dapat mengunjungi website rumah sakit setempat untuk melihat daftar dokter, psikiater, psikolog, atau konselor yang diinginkan, lalu mendaftarkan diri dan membuat janji dengan dokter, psikiater, psikolog, atau konselor tersebut.",8
Bagaimana saya bisa menemui psikiater?,"Dalam beberapa kasus, Anda mungkin dapat ""merujuk sendiri"" atau membuat janji sendiri dengan program kesehatan mental, tetapi itu mungkin tidak memberi Anda akses ke psikiater. Hubungi pusat kesehatan mental setempat untuk melihat apa yang tersedia di daerah Anda, atau Anda bisa membuka website rumah sakit yang dituju untuk mengecek apakah ada praktek psikiater di sana.",8
Bagaimana saya bisa menemui psikolog?,"Anda bisa membuka website rumah sakit yang ingin dituju. Cek apakah ada praktek psikolog di sana. Kemudian pilih psikolog yang diinginkan lalu cek jadwal prakteknya. Layanan psikolog biasanya cukup lama per pasiennya, maka dari itu, penting sekali untuk membuat janji melalui website atau telepon langsung ke rumah sakit tersebut. Jika tidak mendaftar, bisa jadi Anda tidak akan dilayani. Setelah itu, tunggu hari pertemuan dan ikuti bimbingan psikolog tersebut. Jangan lupa siapkan catatan tentang emosi dan pikiran Anda dan berusahalah sejujur mungkin pada psikolog Anda.",8
Bagaimana saya bisa menemui konselor?,"langkah_langkahnya kurang lebih sama seperti menemui psikolog. Anda bisa membuka website rumah sakit yang ingin dituju. Cek apakah ada praktek konselor di sana. Kemudian pilih konselor yang diinginkan lalu cek jadwal prakteknya. Layanan konselor biasanya cukup lama per pasiennya, maka dari itu, penting sekali untuk membuat janji melalui website atau telepon langsung ke rumah sakit tersebut. Jika tidak mendaftar, bisa jadi Anda tidak akan dilayani. Setelah itu, tunggu hari pertemuan dan ikuti bimbingan konselor tersebut. Jangan lupa siapkan catatan tentang emosi dan pikiran Anda dan berusahalah sejujur mungkin pada konselor Anda.",8
Bagaimana saya bisa menemukan kelompok dukungan?,"Kelompok dukungan adalah cara bagi orang-orang dengan pengalaman yang sama untuk saling membantu dan belajar dari satu sama lain. Ada kelompok dukungan untuk orang dengan pengalaman penyakit mental, kelompok dukungan untuk orang dengan diagnosis tertentu, kelompok dukungan untuk anggota keluarga dan teman, dan lainnya. Kelompok dukungan dapat ditawarkan oleh organisasi masyarakat, penyedia layanan kesehatan mental, sekolah, kampus, dan lembaga pendukung.",0
Di mana saya dapat menemukan layanan kesehatan mental anak dan remaja?,"Untuk mencari bantuan bagi seorang anak atau remaja, Anda dapat:
Mendorong anak Anda untuk berbicara dengan guru atau konselor sekolah
Bicara dengan dokter keluarga atau dokter anak Anda, atau pergi ke klinik
Hubungi kantor Kesehatan Mental Anak & Remaja setempat pada salah satu hari kunjungan mereka
Kunjungi berbagai sumber informasi terpercaya tentang kesehatan mental anak dan remaja",0
Di mana orang dewasa yang lebih tua dapat menemukan bantuan untuk masalah kesehatan mental?,"Masalah kesehatan mental adalah masalah serius pada usia berapa pun, dan setiap orang berhak mendapatkan bantuan dan dukungan. Jika Anda mengkhawatirkan kesehatan mental Anda, Anda dapat melakukan hal di bawah:
1. Bicaralah dengan dokter keluarga Anda atau pergi ke klinik
2. Hubungi Saluran Dukungan Kesehatan Mental untuk informasi tentang layanan di wilayah Anda
3. Temukan pusat atau program kesehatan mental setempat Anda 
4. Temukan cabang Asosiasi Kesehatan Mental lokal di daerah anda dan minta informasi tentang layanan lokal
5. Hubungi organisasi atau kelompok pendukung senior setempat dan mintalah saran.

Jika Anda khawatir tentang orang yang dicintai:
1. Jujurlah tentang kekhawatiran Anda, seperti perubahan yang Anda perhatikan atau masalah yang muncul
2. Beri orang yang Anda cintai kesempatan untuk berbicara tentang perspektif mereka. Mereka mungkin memiliki pandangan yang berbeda tentang masalah atau memiliki prioritas yang berbeda dalam perawatan kesehatan mereka
3. Bersabarlah mungkin akan membutuhkan lebih dari satu percakapan
4. Jika memungkinkan, ajaklah untuk bekerja sama. Fokus pada menemukan tindakan atau solusi yang dapat disetujui semua orang
Ingatlah bahwa meminta bantuan itu sulit bagi banyak dari kita, dan itu bisa lebih sulit lagi ketika peran orang berubah. Jika orang yang Anda kasihi tidak mau membicarakan pengalamannya dengan Anda segera, tawarkan alternatif organisasi pendukung lokal
Carilah dukungan untuk mengelola harapan Anda dan kesejahteraan Anda sendiri. Bisa sangat menyedihkan melihat orang yang dicintai mengalami masalah kesehatan. Tetapi orang dewasa yang dapat merawat diri mereka sendiri dan yang tidak memiliki risiko berbahaya dapat bebas untuk membuat pilihan mereka sendiri dan itu termasuk untuk menolak bantuan.",0
Di mana saya dapat menemukan bahan mandiri untuk depresi?,"Sumber daya mandiri bukanlah pengganti diagnosis atau pengobatan. Jika Anda memiliki kekhawatiran tentang suasana hati yang rendah, solusi yang terbaik adalah berbicara dengan dokter Anda terlebih dahulu dan menyingkirkan penyebab fisik untuk gejala Anda. Namun, setelah Anda memeriksakan diri ke dokter Anda, bahan mandiri dapat menjadi cara yang bagus untuk mempelajari lebih lanjut tentang depresi dan mempraktikkan keterampilan yang berbeda dengan kecepatan Anda sendiri atau di antara sesi perawatan.",0
Di mana saya dapat menemukan materi mandiri untuk kecemasan?,"Sumber daya mandiri bukanlah pengganti diagnosis atau pengobatan. Jika Anda memiliki kekhawatiran tentang suasana hati yang rendah, solusi yang terbaik adalah berbicara dengan dokter Anda terlebih dahulu dan menyingkirkan penyebab fisik untuk gejala Anda. Namun, setelah Anda memeriksakan diri ke dokter Anda, bahan mandiri dapat menjadi cara yang bagus untuk mempelajari lebih lanjut tentang kecemasan dan mempraktikkan keterampilan yang berbeda dengan kecepatan Anda sendiri atau di antara sesi perawatan.",0
Saya mengalami kesulitan mengatasi masalah kesehatan fisik. Di mana saya dapat menemukan bantuan?,"Kesehatan fisik dapat berdampak besar pada kesehatan mental! Berikut adalah beberapa sumber untuk membantu Anda mengatasi tantangan emosional hidup dengan masalah kesehatan kronis:
Manajemen Mandiri BC menawarkan program gratis untuk orang dewasa dari segala usia yang mengalami masalah kesehatan fisik atau mental yang sedang berlangsung. Temukan informasi dan strategi untuk membantu mengelola gejala dan mengambil tindakan menuju kehidupan terbaik. Anggota keluarga, teman, dan orang-orang terkasih dipersilakan untuk hadir. Program tersedia dalam bahasa Inggris. Di situs web mereka, Anda mempelajari lebih lanjut tentang penelitian manajemen diri dan menemukan lokakarya atau program dukungan berbasis telepon. Kunjungi www.selfmanagementbc.ca.
Sekelompok psikolog dan dokter BC telah membuat buku kerja mandiri yang disebut Positif Mengatasi Kondisi Kesehatan untuk siapa saja yang berurusan dengan masalah kesehatan dan siapa saja yang mendukung orang yang dicintai yang mengalami masalah kesehatan. Buku kerja membahas hubungan antara kesehatan fisik dan kesehatan mental, dan mengajarkan Anda berbagai keterampilan untuk membantu Anda mengelola masalah dan perasaan sulit dengan baik, menjadi aktif, dan mengupayakan hubungan yang sehat.
Banyak organisasi dukungan untuk orang yang mengalami penyakit atau masalah kesehatan tertentu. Organisasi-organisasi ini sering dapat membantu orang menemukan layanan dukungan yang sesuai atau bahkan menawarkan kelompok pendukung mereka sendiri. Anda juga dapat meminta rekomendasi dari tim perawatan kesehatan Anda. Jika Anda tidak dapat menemukan dukungan secara langsung, Anda dapat melihat apakah ada kelompok dukungan online.
Jika Anda mengalami kesulitan mengatasi dan merasa bahwa Anda membutuhkan dukungan satu-satu, terapis atau konselor dapat menjadi pilihan yang bagus. Anda dapat menemukan informasi lebih lanjut tentang menemukan profesional ini di www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counseller.",0
